,genres
1649,"Drama,History,Romance"
1650,"Action,Science Fiction"
1651,"Drama,Thriller"
1652,"Action,Adventure,Fantasy,Science Fiction,Thriller"
1653,"Action,Crime,Thriller"
1654,"Drama,Horror,Science Fiction,Thriller"
1655,"Comedy,Romance"
1656,"Comedy,Animation,Family"
1657,Drama
1658,"Adventure,Fantasy,Mystery"
1659,"Comedy,Drama"
1660,"Crime,Thriller,Drama"
1661,"Action,Crime,Drama"
1662,War
1663,"Drama,Crime"
1664,"Thriller,Action,Crime,Drama"
1665,"Drama,Romance"
1666,"Crime,Drama,Thriller"
1667,"Action,Adventure,Drama,Romance"
1668,"Drama,Family,Romance"
1669,"Fantasy,Drama,Action,Thriller,Romance"
1670,"Adventure,Action,Thriller"
1671,"Action,Drama,Western"
1672,"Adventure,Drama,Action,History,War"
1673,Comedy
1674,"Thriller,Crime,Drama"
1675,"Action,Thriller,Crime"
1676,"Animation,Family,Comedy"
1677,"History,Drama"
1678,Drama
1679,"Romance,Drama"
1680,"Fantasy,Adventure,Animation"
1681,"Crime,Thriller"
1682,"Adventure,Animation,Comedy,Fantasy"
1683,"Comedy,Music"
1684,"Drama,Music,Romance"
1685,Comedy
1686,"Adventure,Fantasy,Action,Comedy,Family"
1687,"Drama,History"
1688,"Comedy,Crime,Drama,Romance,Thriller"
1689,"Comedy,Romance"
1690,Comedy
1691,Drama
1692,"Comedy,Drama,Romance"
1693,"Drama,Horror,Comedy"
1694,"Drama,Mystery,Thriller,Fantasy"
1695,"Animation,Family,Comedy,Adventure,Fantasy,Romance"
1696,"Drama,Music"
1697,"Adventure,Action"
1698,"Animation,Family"
1699,"Crime,Mystery,Thriller,Action"
1700,"Comedy,Drama"
1701,Action
1702,"Action,Thriller"
1703,Comedy
1704,"Comedy,Drama"
1705,"Music,Comedy,Drama"
1706,"Drama,History"
1707,"Fantasy,Horror,Action"
1708,Comedy
1709,"Animation,Science Fiction"
1710,"Comedy,Drama"
1711,"Mystery,Thriller"
1712,Comedy
1713,"Adventure,Action,Thriller"
1714,"Comedy,Romance"
1715,"Thriller,Science Fiction,Action,Crime"
1716,Comedy
1717,Romance
1718,"Comedy,Family,Fantasy"
1719,Comedy
1720,"Action,Crime"
1721,"Action,Adventure,Comedy"
1722,"Thriller,Horror"
1723,"Family,Comedy"
1724,"Drama,Romance"
1725,"Science Fiction,Drama,Thriller"
1726,Adventure
1727,"Action,Drama,Thriller,Crime"
1728,"Drama,Crime,Thriller"
1729,"Horror,Thriller"
1730,Documentary
1731,"Comedy,Drama,Family,Fantasy,Romance"
1732,"Drama,Comedy"
1733,"Action,Comedy,Family"
1734,"Adventure,Comedy,Family,Fantasy"
1735,"Action,Horror,Science Fiction"
1736,"Comedy,Drama"
1737,"Romance,Horror,Comedy,Thriller"
1738,Drama
1739,"Comedy,Romance,Drama"
1740,"Action,Adventure,Crime"
1741,Action
1742,"Action,Crime,Drama"
1743,"Adventure,Action,Thriller"
1744,"Comedy,Romance,Drama"
1745,Drama
1746,"Comedy,Drama"
1747,"Drama,Adventure,History"
1748,"Drama,Romance"
1749,"Drama,Thriller"
1750,"Science Fiction,Action,Adventure,Thriller"
1751,"Comedy,Drama,Romance"
1752,"Drama,Mystery,Thriller,Crime"
1753,"Music,Comedy,Action,Crime"
1754,"Adventure,Comedy,Drama,Family"
1755,"Comedy,Music"
1756,"Drama,Comedy,Romance"
1757,"Horror,Comedy,Action,Science Fiction,Thriller"
1758,"Drama,Thriller,Crime,Mystery"
1759,"Drama,History"
1760,"Drama,History,Thriller"
1761,"Drama,Family,Fantasy,Adventure"
1762,"Mystery,Science Fiction"
1763,"Drama,History,Romance"
1764,"Adventure,Family,Fantasy"
1765,"Crime,Action,Drama"
1766,"Horror,Mystery,Thriller"
1767,"Crime,Thriller"
1768,Drama
1769,"Family,Comedy,Action"
1770,Thriller
1771,"Thriller,Action,Comedy,Crime"
1772,"Comedy,Drama"
1773,"Mystery,Thriller,Crime"
1774,"Comedy,Drama"
1775,"Drama,Thriller"
1776,"Comedy,Drama,Music"
1777,"Action,Adventure,Comedy,Family"
1778,Comedy
1779,"Comedy,Romance"
1780,"Romance,History"
1781,"Crime,Drama,Mystery,Thriller"
1782,Comedy
1783,"Action,Comedy"
1784,"Drama,Romance,Comedy"
1785,Western
1786,"Drama,Horror,Science Fiction,Thriller"
1787,"Drama,History,War"
1788,"Horror,Thriller"
1789,"Horror,Mystery"
1790,"Action,Adventure,Comedy"
1791,Horror
1792,"Thriller,Crime,Action"
1793,"Comedy,Drama,Romance"
1794,"Adventure,Family,Science Fiction,Thriller"
1795,"Action,Crime,Drama,Western"
1796,"Drama,Thriller,War"
1797,Comedy
1798,"Comedy,Romance"
1799,"Drama,Thriller,Mystery,Romance"
1800,"Crime,Thriller,Mystery"
1801,Comedy
1802,"Action,Fantasy,Science Fiction"
1803,"Crime,Drama,Thriller"
1804,"Fantasy,Horror"
1805,"Comedy,Crime,Mystery,Romance,Thriller"
1806,"Romance,Comedy"
1807,"Adventure,Family"
1808,"Science Fiction,Mystery,Thriller"
1809,"Drama,Mystery,Thriller"
1810,Drama
1811,"Comedy,Drama,Family"
1812,Drama
1813,Drama
1814,"Drama,History"
1815,"Action,Thriller"
1816,"Drama,Romance"
1817,"Thriller,Action,Drama,Music,Romance"
1818,"Drama,History,War"
1819,Drama
1820,"Drama,Thriller"
1821,"Mystery,Fantasy,Adventure,Comedy"
1822,"Thriller,Adventure,Mystery,Fantasy"
1823,Horror
1824,"Thriller,Drama"
1825,"Action,Adventure,Animation,Comedy,Family,Fantasy,Science Fiction"
1826,"Action,Thriller,Science Fiction"
1827,"Science Fiction,Adventure,Action,Comedy,Family"
1828,"Crime,Drama,History,Thriller"
1829,"Crime,Drama,Thriller"
1830,"Action,Comedy"
1831,"Comedy,Romance,Drama"
1832,"Comedy,Drama,Romance"
1833,Comedy
1834,Comedy
1835,"Comedy,Romance"
1836,"Action,Adventure,Drama,History,Western"
1837,"Action,Crime,Thriller"
1838,"Horror,Thriller"
1839,"Horror,Mystery"
1840,"Drama,Romance"
1841,"Adventure,Drama,Family"
1842,Drama
1843,"Comedy,Drama"
1844,"Action,Drama,Thriller"
1845,"Horror,Mystery,Thriller"
1846,Comedy
1847,"Drama,Crime"
1848,Action
1849,"Fantasy,Comedy,Family"
1850,"Action,Crime,Drama,Thriller"
1851,"Action,Adventure,Comedy"
1852,"Drama,History"
1853,"Thriller,Action,Drama,Crime"
1854,"Action,Adventure,Comedy"
1855,Drama
1856,"Animation,Adventure,Family"
1857,"Animation,Family"
1858,"Action,Comedy"
1859,"Drama,Comedy"
1860,"Action,Crime,Thriller"
1861,"Romance,Comedy"
1862,"Comedy,Romance"
1863,Drama
1864,"Drama,Science Fiction"
1865,Comedy
1866,"Horror,Thriller"
1867,"Comedy,Drama,Romance"
1868,"Action,Crime,Drama"
1869,Drama
1870,"Comedy,Drama,Family,Romance"
1871,"Family,Comedy"
1872,"Adventure,Action,Horror,Science Fiction,Thriller"
1873,"Thriller,Crime,Drama"
1874,Drama
1875,"Drama,History"
1876,"Horror,Comedy"
1877,"History,Action,Drama,Adventure,War"
1878,"Adventure,Fantasy,Drama,Comedy,Music"
1879,Comedy
1880,"Action,Comedy,Music"
1881,"Drama,Crime"
1882,"Adventure,Comedy"
1883,Comedy
1884,"Thriller,Crime,Drama"
1885,"Comedy,Drama"
1886,"Drama,Comedy,Family"
1887,Comedy
1888,"Comedy,Drama,History"
1889,Drama
1890,"Romance,Drama,Comedy"
1891,"Drama,Romance,War"
1892,"Action,Adventure,Crime,Mystery,Thriller"
1893,"Fantasy,Horror,Thriller"
1894,"Action,Thriller,Crime"
1895,"Comedy,Drama,Romance"
1896,Comedy
1897,"Crime,Action,Thriller"
1898,"Comedy,Family"
1899,Drama
1900,"Animation,Family,Fantasy"
1901,"Drama,Family"
1902,"Thriller,Science Fiction"
1903,"Drama,Horror"
1904,Comedy
1905,"Drama,Horror,Mystery,Thriller"
1906,Comedy
1907,"Action,Adventure,Thriller"
1908,"Action,Comedy,Drama"
1909,"Crime,Thriller"
1910,"Action,Comedy"
1911,"Horror,Thriller"
1912,Drama
1913,Drama
1914,"Fantasy,Horror,Science Fiction,Thriller"
1915,"Crime,Drama,History"
1916,Drama
1917,"Drama,History"
1918,"Action,Adventure,Comedy,Fantasy"
1919,"Comedy,Romance"
1920,"Action,Drama"
1921,"Drama,Thriller"
1922,"War,Drama,History"
1923,"Drama,War"
1924,"Drama,Mystery,Thriller"
1925,"Drama,Thriller"
1926,"Horror,Thriller"
1927,"Comedy,Romance,Drama"
1928,"Drama,Thriller"
1929,"Comedy,Drama"
1930,"Action,Crime,Thriller"
1931,"Adventure,Drama"
1932,"Action,Adventure,Comedy,Fantasy,Science Fiction"
1933,"Action,Comedy"
1934,"Comedy,Romance"
1935,Drama
1936,"Action,Comedy,Fantasy,Science Fiction"
1937,"Comedy,Crime"
1938,"Drama,Mystery,Science Fiction,Thriller"
1939,"Action,Adventure,Fantasy,Horror"
1940,"Comedy,Drama"
1941,"Drama,Mystery,Thriller"
1942,"Fantasy,Family"
1943,Drama
1944,"Comedy,Drama,Romance"
1945,"Drama,Romance,Crime,Mystery"
1946,"Drama,Crime"
1947,"Animation,Family"
1948,"Comedy,Drama"
1949,Drama
1950,"Family,Adventure,Animation"
1951,"Family,Animation"
1952,"Thriller,Crime,Drama"
1953,"Romance,Adventure,Action,History"
1954,"History,Action,Drama"
1955,"Crime,Action,Thriller"
1956,"Action,Thriller"
1957,"Drama,Romance"
1958,"Adventure,Drama"
1959,"Science Fiction,Adventure"
1960,Drama
1961,"Horror,Mystery"
1962,"Action,Drama,Western"
1963,"Comedy,Romance"
1964,"Comedy,Crime"
1965,"Drama,Family,Music,Romance"
1966,Comedy
1967,"Comedy,Drama"
1968,"Horror,Mystery,Thriller"
1969,"Romance,Comedy,Drama"
1970,Comedy
1971,"Comedy,Crime,Thriller"
1972,"Comedy,War"
1973,"Adventure,Drama,Action,Comedy,Romance"
1974,Drama
1975,"Comedy,Romance"
1976,"Fantasy,Comedy,Science Fiction,Family"
1977,"Adventure,Family,Fantasy,Music"
1978,"Action,Comedy,Drama"
1979,"Comedy,Drama"
1980,"Romance,Comedy"
1981,"Comedy,Horror"
1982,"Drama,Music"
1983,"Animation,Comedy,Family"
1984,"Adventure,Fantasy,Animation,Science Fiction,Family"
1985,"Romance,Drama"
1986,"Crime,Drama,Action,Thriller"
1987,"Fantasy,Animation,Adventure"
1988,"Comedy,Horror"
1989,Comedy
1990,"Adventure,Action,Science Fiction"
1991,"Action,Comedy,Crime,Thriller"
1992,"Comedy,Crime"
1993,Horror
1994,Drama
1995,"Thriller,Science Fiction,Action"
1996,"Comedy,Romance"
1997,"Romance,Science Fiction,Drama"
1998,"Mystery,Thriller,Drama"
1999,"Fantasy,Adventure,Family"
2000,"Drama,Comedy,Romance"
2001,"Action,Comedy"
2002,"Action,Thriller"
2003,"Adventure,Thriller"
2004,Drama
2005,"Drama,Family"
2006,Drama
2007,"Action,Thriller"
2008,"History,Drama,Thriller,Crime,Mystery"
2009,"Drama,History"
2010,"Western,Drama"
2011,"Drama,Comedy,Romance"
2012,"Drama,Romance"
2013,"Drama,Action,History"
2014,"Horror,Thriller"
2015,"Comedy,Science Fiction"
2016,"War,Drama"
2017,"Fantasy,Drama,Thriller,Mystery,Romance"
2018,"Romance,Comedy"
2019,"Fantasy,Drama,Comedy,Family"
2020,"Drama,Family"
2021,"Comedy,Family"
2022,"Drama,Romance"
2023,"Action,Comedy"
2024,"Drama,History"
2025,Drama
2026,"Crime,Drama,Mystery,Thriller,Action"
2027,Drama
2028,Drama
2029,"Fantasy,Action,Thriller"
2030,"Drama,Thriller"
2031,"Drama,Comedy,Crime"
2032,"Drama,Romance"
2033,Comedy
2034,Comedy
2035,Thriller
2036,"Comedy,Crime,Romance"
2037,"Comedy,Family"
2038,"Thriller,Drama,Crime,Romance"
2039,Comedy
2040,"Drama,Thriller"
2041,"Comedy,Drama,Mystery"
2042,"Comedy,Music"
2043,"Action,Thriller"
2044,"Family,Horror"
2045,"Comedy,Romance"
2046,"Action,Adventure,Crime,Science Fiction,Thriller"
2047,"Action,Science Fiction,Thriller"
2048,"Drama,Comedy,Thriller,Music,Romance"
2049,"Comedy,Family,Romance"
2050,"Thriller,Action,Crime"
2051,"Drama,Romance"
2052,"Drama,Thriller,War"
2053,"Romance,Drama,History,War,Music"
2054,"Action,Comedy,Romance"
2055,"Action,Comedy,Crime"
2056,"Mystery,Thriller"
2057,"Action,Thriller,Adventure"
2058,Drama
2059,"Romance,Drama,Comedy"
2060,"Thriller,Drama,Crime"
2061,"Drama,Mystery,Crime"
2062,"Comedy,Drama"
2063,"Drama,Thriller,Mystery"
2064,"Animation,Adventure,Romance"
2065,"Romance,Comedy"
2066,"Science Fiction,Action,Adventure,Thriller"
2067,"Animation,Comedy,Music"
2068,"Comedy,Drama"
2069,"Action,Adventure,Comedy,Family,Fantasy,Science Fiction"
2070,"Comedy,Romance"
2071,"Drama,Comedy,Romance"
2072,"Crime,Drama"
2073,Drama
2074,"Action,Crime,Thriller"
2075,"Drama,Action"
2076,"Horror,Thriller,Science Fiction"
2077,"Drama,Comedy,Romance"
2078,"Drama,Comedy"
2079,"Romance,Drama"
2080,"Drama,Thriller,Mystery"
2081,"Drama,Comedy,Romance"
2082,Drama
2083,Comedy
2084,"Action,Thriller,Science Fiction,Horror"
2085,"Adventure,Action"
2086,"Comedy,Family,Adventure,Crime"
2087,"Science Fiction,Drama"
2088,"Horror,Thriller"
2089,"Action,Comedy,Crime"
2090,Comedy
2091,"Crime,Drama,Thriller"
2092,"Music,Comedy"
2093,"Comedy,Documentary,Action"
2094,"Horror,Thriller"
2095,"Adventure,Comedy,Family"
2096,"Horror,Thriller"
2097,"Adventure,Comedy,Family,Romance"
2098,Comedy
2099,"Comedy,Music"
2100,"Action,Fantasy"
2101,Comedy
2102,"Comedy,Drama"
2103,"Adventure,Family,Drama,Comedy"
2104,"Drama,Family,Romance"
2105,"Drama,History"
2106,"Drama,Romance,Comedy,Music"
2107,"Comedy,Romance"
2108,"Fantasy,Drama,Romance"
2109,"Drama,Romance"
2110,"Drama,Comedy,Crime"
2111,"Action,Crime,Thriller"
2112,Comedy
2113,Comedy
2114,"Adventure,Fantasy,Animation,Family"
2115,"History,Drama"
2116,"Family,Animation,Adventure"
2117,"Thriller,Horror,Drama,Mystery"
2118,"Thriller,Drama,Mystery"
2119,"Animation,Family"
2120,"Horror,Thriller,Mystery"
2121,"Adventure,Drama,Family"
2122,"Action,Adventure,Comedy"
2123,"Drama,Thriller,History"
2124,"Drama,Crime,Thriller"
2125,"Horror,Thriller"
2126,"Comedy,Drama,Romance"
2127,"Adventure,Comedy,Family,Fantasy,Science Fiction"
2128,"Comedy,Drama,Romance,Thriller"
2129,"Adventure,Family,Science Fiction,Action"
2130,"Crime,Drama,Thriller"
2131,Drama
2132,"Horror,Comedy"
2133,Drama
2134,"Drama,Comedy"
2135,"Drama,Mystery"
2136,"Music,Adventure,Animation,Action,Comedy"
2137,"Horror,Thriller"
2138,"Drama,Thriller"
2139,Comedy
2140,"Drama,Action,Comedy,Western,Music"
2141,"History,Drama"
2142,Action
2143,"Horror,Mystery,Thriller"
2144,Comedy
2145,"Crime,Drama,Mystery"
2146,"Horror,Thriller,Mystery"
2147,"Drama,Thriller"
2148,"Comedy,Drama,Romance,Music"
2149,"Horror,Mystery,Thriller"
2150,"Drama,Thriller"
2151,"Thriller,Crime,Drama"
2152,"Science Fiction,Drama,Romance"
2153,"Comedy,Romance"
2154,"Action,Crime,Drama,Thriller"
2155,"Comedy,Action,Science Fiction"
2156,"Action,Adventure,Crime,Family,Mystery,Thriller"
2157,"Fantasy,Horror,Action,Thriller,Science Fiction"
2158,"Comedy,Romance"
2159,"Adventure,Comedy,Romance"
2160,"Horror,Thriller"
2161,"Romance,Action,Adventure,Western,Drama"
2162,"Family,Animation"
2163,"Action,Adventure,Fantasy,Horror,Science Fiction,Thriller"
2164,"Comedy,Drama"
2165,"Comedy,Family"
2166,"Fantasy,Drama,Comedy,Thriller"
2167,"Mystery,Adventure,Crime"
2168,"Drama,Western,Crime"
2169,"Action,Drama,Fantasy,Horror,Thriller"
2170,"Drama,Horror,Thriller"
2171,"Romance,Comedy"
2172,"Drama,Romance"
2173,"Comedy,Drama,Romance"
2174,Comedy
2175,"Adventure,Drama,Fantasy,Romance"
2176,"Comedy,Drama,Family"
2177,Drama
2178,"Adventure,Drama"
2179,"Comedy,Drama,Romance"
2180,"Thriller,Horror,Mystery"
2181,"Horror,Action,Thriller,Crime"
2182,"Animation,Family"
2183,"Comedy,Drama,Romance"
2184,"Action,Comedy,Crime,Fantasy"
2185,"Adventure,Comedy,Family"
2186,Drama
2187,"Drama,Crime,Thriller"
2188,"Action,Drama,Thriller"
2189,"Comedy,Romance"
2190,"Drama,Comedy,Romance,Family"
2191,Documentary
2192,"Drama,History"
2193,"Crime,Drama,Mystery"
2194,"Action,Comedy"
2195,"Action,Crime,Drama,Thriller"
2196,"Comedy,Thriller,Crime,Action"
2197,"Comedy,Romance"
2198,"Action,Thriller,Science Fiction"
2199,Comedy
2200,"Action,Thriller,Crime"
2201,"Action,Comedy,Thriller"
2202,Drama
2203,"Drama,Action,Thriller,Romance"
2204,"Comedy,Drama"
2205,"Action,Adventure,Drama,Thriller"
2206,"Comedy,Fantasy,Romance"
2207,"Action,Adventure,Drama,Thriller"
2208,"Drama,Horror,Mystery"
2209,"Adventure,Action,Comedy,Family"
2210,"Drama,Comedy"
2211,"Comedy,Drama"
2212,"Action,Thriller"
2213,"Comedy,Drama"
2214,"Comedy,Romance"
2215,Drama
2216,"Comedy,Crime,Drama"
2217,"Music,Comedy,Romance"
2218,"Action,Crime,Drama,Thriller"
2219,Drama
2220,"Comedy,Family"
2221,"Action,Comedy,Crime"
2222,"Action,Comedy,Crime"
2223,Comedy
2224,"Comedy,Drama,Music,Romance"
2225,"Comedy,Romance,Crime,Drama,Mystery"
2226,Family
2227,"Music,Drama"
2228,"Comedy,Fantasy"
2229,"Action,Crime,Thriller"
2230,Horror
2231,Comedy
2232,"Comedy,Drama,Music"
2233,"Comedy,Drama,War"
2234,"Drama,Thriller"
2235,"Animation,Science Fiction,Thriller"
2236,Drama
2237,"Action,Fantasy,Horror,Thriller"
2238,"Comedy,Drama,Family,Music"
2239,"Drama,Mystery,Thriller"
2240,"Crime,Drama,Thriller"
2241,"Drama,Romance,War,History"
2242,Drama
2243,"Drama,Music"
2244,"Action,Thriller"
2245,"Adventure,Comedy,Drama,Romance"
2246,Drama
2247,"Adventure,Fantasy,Animation"
2248,"Comedy,Drama,Foreign"
2249,"Comedy,Music"
2250,"Action,Adventure,Crime,Drama,Thriller,Western"
2251,Drama
2252,Comedy
2253,"Action,Science Fiction,Thriller"
2254,"Drama,War"
2255,"Drama,Action,Thriller,Crime"
2256,Family
2257,"Drama,Romance"
2258,"Animation,Fantasy,Science Fiction"
2259,Drama
2260,"Drama,Mystery,Thriller,Crime,Romance"
2261,Adventure
2262,"Comedy,Drama,Family,Fantasy,Science Fiction"
2263,"Comedy,Fantasy"
2264,"Action,Comedy,Horror,Mystery,Science Fiction,Thriller"
2265,"Drama,Thriller"
2266,"Drama,Fantasy"
2267,"Horror,Mystery,Thriller"
2268,"Action,History,Drama"
2269,"Crime,Drama,Thriller"
2270,"Comedy,Animation,Adventure,Family"
2271,"Drama,History"
2272,Animation
2273,Drama
2274,Thriller
2275,"Thriller,Crime"
2276,"Drama,Romance"
2277,"Action,Crime,Drama,History,Thriller"
2278,"Adventure,Drama,Western"
2279,Comedy
2280,"Drama,Crime,Mystery"
2281,Comedy
2282,"Crime,Horror,Mystery"
2283,"Horror,Thriller"
2284,"Horror,Thriller"
2285,"Adventure,Comedy,Science Fiction,Family"
2286,"Horror,Mystery,Thriller"
2287,"Drama,Comedy"
2288,"Action,Drama"
2289,"Comedy,Romance,Drama"
2290,Comedy
2291,"Drama,Action,Thriller,Crime,War"
2292,"Animation,Drama,Family,Science Fiction"
2293,"Mystery,Horror,Action"
2294,"Fantasy,Adventure,Animation,Family"
2295,"Action,Crime"
2296,"Action,Drama,History"
2297,Drama
2298,"Comedy,Adventure,Romance"
2299,"Romance,Comedy"
2300,"Drama,History"
2301,"Comedy,Drama,Romance"
2302,Drama
2303,"Family,Fantasy,Music"
2304,"Thriller,Drama,Music,Crime"
2305,Drama
2306,"Horror,Thriller,Drama"
2307,"Comedy,Crime,Drama"
2308,Horror
2309,Action
2310,"Adventure,Drama,Comedy"
2311,"Comedy,Romance,Fantasy"
2312,Comedy
2313,"Romance,Comedy,Crime,Fantasy"
2314,"Fantasy,Drama,Comedy,Romance,Family"
2315,Comedy
2316,Comedy
2317,"Science Fiction,Action,Adventure,Thriller"
2318,"Crime,Drama,Horror,Thriller"
2319,Comedy
2320,"Thriller,Action,Science Fiction"
2321,"Comedy,Drama,Romance"
2322,"Comedy,Drama"
2323,"Drama,Comedy,Crime"
2324,"Science Fiction,Comedy,Crime"
2325,"Romance,Comedy,Family"
2326,"Family,Comedy"
2327,"Science Fiction,Action,Adventure,Thriller"
2328,"Drama,History,Music"
2329,"Crime,Horror"
2330,Comedy
2331,"Comedy,Drama,Romance"
2332,"Drama,Mystery,Thriller"
2333,"Comedy,Drama,Fantasy,Romance"
2334,"Drama,Comedy"
2335,"Comedy,Drama"
2336,"Drama,History,Crime,Thriller,Action"
2337,"Romance,Music,Family"
2338,"Action,Comedy"
2339,Horror
2340,"Action,Drama"
2341,"War,Comedy,Drama"
2342,"Comedy,Crime,Drama"
2343,"Adventure,Fantasy,Action"
2344,Drama
2345,"Drama,Romance"
2346,"Action,Adventure,Crime,Drama,Family,Mystery,Thriller"
2347,"Music,Comedy,Drama,Romance"
2348,"Adventure,Drama,Thriller"
2349,"Action,Comedy,Crime"
2350,"Drama,Music"
2351,"Comedy,Family"
2352,"Family,Action,Adventure"
2353,Drama
2354,"Drama,History"
2355,"Comedy,Romance"
2356,"Drama,Comedy,Romance"
2357,"Action,Adventure,Romance,Western"
2358,"Drama,Thriller"
2359,"Drama,Mystery,Thriller"
2360,"Action,Crime"
2361,Drama
2362,"Comedy,Drama,Romance"
2363,"Adventure,Comedy,Family"
2364,"Comedy,Drama,Romance"
2365,"Drama,Romance"
2366,Fantasy
2367,"Drama,Romance"
2368,"Comedy,Drama,History"
2369,Drama
2370,History
2371,"Action,Crime,Thriller"
2372,"Adventure,Action,Science Fiction"
2373,Drama
2374,"Drama,Romance"
2375,"Adventure,Drama,Science Fiction"
2376,"Comedy,Romance"
2377,"Drama,History"
2378,"Crime,Drama,Mystery"
2379,Horror
2380,"Romance,Science Fiction,Horror,Action,Crime"
2381,"Drama,Mystery,Thriller"
2382,Music
2383,Drama
2384,"Crime,Drama,Thriller,History"
2385,"Thriller,Drama"
2386,"Western,Action,Drama,History"
2387,"Horror,Science Fiction"
2388,"Action,Crime,Drama,Thriller"
2389,"Action,Animation,Science Fiction"
2390,"Adventure,Fantasy,Action"
2391,Thriller
2392,Comedy
2393,"Comedy,Crime,Drama"
2394,"Horror,Action"
2395,"Music,Drama,Romance"
2396,"Animation,Comedy,Family"
2397,"Drama,History,War"
2398,"Action,Crime,Drama,Thriller"
2399,"Drama,Music"
2400,"Thriller,Action"
2401,Thriller
2402,"Horror,Drama,Mystery,Thriller"
2403,"Horror,Action,Thriller,Science Fiction"
2404,"Drama,Family,Music,Romance"
2405,"Horror,Thriller,Mystery"
2406,Comedy
2407,"Comedy,Drama,Romance"
2408,Comedy
2409,"Horror,Thriller"
2410,"Comedy,Family,Science Fiction"
2411,Comedy
2412,"Action,Comedy,Crime,Thriller"
2413,"Horror,Crime"
2414,"Comedy,Romance"
2415,Comedy
2416,"Drama,Fantasy,Romance"
2417,"Horror,Thriller"
2418,Comedy
2419,Drama
2420,Comedy
2421,Drama
2422,"Comedy,Music,Romance"
2423,"Drama,Comedy,Romance"
2424,"Drama,Crime,Thriller"
2425,"Horror,Thriller"
2426,Comedy
2427,Family
2428,"Crime,Drama,Thriller"
2429,"Action,Drama,History"
2430,Horror
2431,"Comedy,Romance"
2432,"Comedy,Drama,Family"
2433,"Action,Adventure,Science Fiction"
2434,Drama
2435,"Action,Crime,Drama,Thriller"
2436,Drama
2437,Adventure
2438,"Fantasy,Drama,Thriller,Romance"
2439,"Adventure,Thriller"
2440,"Drama,Crime,Thriller"
2441,"Thriller,Romance"
2442,"Action,Adventure,Comedy,Drama,Science Fiction,Thriller"
2443,"Animation,Family"
2444,"Action,Adventure,Science Fiction"
2445,"Horror,Thriller"
2446,"Comedy,Drama,Family"
2447,"Drama,Mystery,Romance"
2448,"Crime,Drama"
2449,"Drama,Romance"
2450,"Drama,Romance"
2451,Comedy
2452,Drama
2453,Drama
2454,Comedy
2455,"Comedy,Romance,Drama"
2456,Drama
2457,"Comedy,Adventure"
2458,"Comedy,Drama,Romance"
2459,"Drama,Comedy,Romance"
2460,"Horror,Thriller,Mystery"
2461,"Comedy,Drama,Romance"
2462,Horror
2463,Drama
2464,"Comedy,Family"
2465,"Fantasy,Drama,War"
2466,"Action,Comedy,Family"
2467,"Crime,Drama,Romance"
2468,"Thriller,Drama,Horror"
2469,"Mystery,Adventure,Comedy,Romance,Drama"
2470,"Thriller,Action,Crime,Drama"
2471,"Crime,Action,Comedy"
2472,"Comedy,Drama,Romance"
2473,"Drama,Romance"
2474,"Action,Adventure,Drama,Romance"
2475,"Comedy,Drama,Romance"
2476,Drama
2477,"Comedy,Horror"
2478,"Comedy,Crime,Mystery"
2479,"Comedy,Drama"
2480,"Drama,Romance"
2481,"Drama,Comedy,Romance"
2482,"Comedy,Science Fiction"
2483,Drama
2484,"Thriller,Science Fiction,Mystery"
2485,"Comedy,Drama"
2486,"Action,Science Fiction,Thriller"
2487,"Comedy,Drama,Music"
2488,"Comedy,Drama"
2489,"Comedy,Music"
2490,"Adventure,Action,Fantasy"
2491,Drama
2492,"Science Fiction,Action,Adventure"
2493,"Drama,Romance"
2494,"Drama,History,Family,Romance"
2495,"Thriller,Crime,Drama,Mystery"
2496,"Romance,Comedy"
2497,Comedy
2498,Drama
2499,"Fantasy,Drama"
2500,"Comedy,Romance,Horror"
2501,"Drama,Family"
2502,"Crime,Drama,Thriller"
2503,"Western,Drama"
2504,"Comedy,Drama"
2505,"War,Drama"
2506,"Action,Adventure,Drama"
2507,"Mystery,Crime,Drama,Thriller"
2508,"Drama,Action,Comedy"
2509,"Comedy,Horror,Science Fiction"
2510,"Action,Comedy,Crime"
2511,"Comedy,Family"
2512,"Family,Comedy,Drama"
2513,"Comedy,Romance"
2514,"Action,Romance,War"
2515,"Adventure,Drama,Action,Romance"
2516,Drama
2517,"Drama,History"
2518,Comedy
2519,"Drama,Romance"
2520,Drama
2521,"Action,Adventure,Drama,Thriller"
2522,"History,Drama,Thriller,War"
2523,Comedy
2524,"Drama,Music"
2525,"Comedy,Family"
2526,Horror
2527,"Comedy,Adventure,Romance"
2528,Comedy
2529,Drama
2530,"Fantasy,Comedy"
2531,"Comedy,Drama"
2532,"Drama,Romance"
2533,"Drama,Horror,Thriller"
2534,"Horror,Thriller"
2535,"Comedy,Family"
2536,"Drama,War"
2537,"Comedy,Drama"
2538,"Family,Comedy"
2539,"Thriller,Drama"
2540,"Horror,Comedy,Fantasy"
2541,"Horror,Mystery,Science Fiction"
2542,"Drama,Music"
2543,"Action,Crime,Drama"
2544,Comedy
2545,"Crime,Drama,Thriller"
2546,"Crime,Drama,Thriller"
2547,"Drama,Romance"
2548,"Comedy,Crime"
2549,"Comedy,Drama,Romance"
2550,"Adventure,Drama,History,War"
2551,Horror
2552,Drama
2553,"Crime,Thriller,Horror,Drama"
