,0,titles,urls
1443,CameronDiaz BenStiller MattDillon LeeEvansRomance Comedysurgeon stalker romanticcomedy dreamgirl taboo screwballcomedy frisbee troubadour grossoutcomedy intellectualdisabilityTwentiethCenturyFoxFilmCorporationUnitedStatesofAmerica,there's something about mary,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.X2W_sOrJ4f0pdW-bq58cRgHaLH%26pid%3D15.1&f=1
1444,TimAllen JudgeReinhold WendyCrewson DavidKrumholtzFantasy Drama Comedy Familyholiday christmasparty santaclaus deal christmastree christmasWaltDisneyPictures HollywoodPicturesUnitedStatesofAmerica,the santa clause,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.qA0szY82dKENez0I_tS79QHaLH%26pid%3D15.1&f=1
1445,DennisQuaid RachelGriffiths BethGrant AngusT.JonesDrama Familyfathersonrelationship baseball sportsteam sport life'sdream growingupWaltDisneyPictures GranViaProductions 98MPHProductionsUnitedStatesofAmerica,the rookie,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.g-wggXQtnPfCPgdeVuoZhgHaKj%26pid%3D15.1&f=1
1446,DwayneJohnson MadisonPettis KyraSedgwick RoselynSánchezComedy Familyamericanfootball bachelor sportsteam sport aerobics tweengirl publicistWaltDisneyPictures MayhemPictures MonkeyDanceProductionsUnitedStatesofAmerica,the game plan,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.TP7qAu2GeitPkbVX5Gv7AAHaKb%26pid%3D15.1&f=1
1447,ZacharyGordon RobertCapron DevonBostick RachaelHarrisComedy Familybestfriend sweetsixteen duringcreditsstingerFox2000PicturesUnitedStatesofAmerica,diary of a wimpy kid: dog days,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.LOpwG77qRVooEqQDV5silgHaLH%26pid%3D15.1&f=1
1448,JohnLeguizamo AdrienBrody MiraSorvino JenniferEspositoThriller Drama Crime Romancedistrust intolerance punkrock italianamerican summer bigotry bronx40Acres&AMuleFilmworks TouchstonePicturesUnitedStatesofAmerica,summer of sam,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.4Gf6KDE_6lMGNj8pO7ataQHaLZ%26pid%3D15.1&f=1
1449,KevinSmith JasonMewes BenAffleck JeffAndersonComedyfilmmaking jayandsilentbob selfmocking characterissubjectofcomic referencetoprincevaliant indianajonesspoofscene monkeyactor viewaskew gigantichand animalexperimentationDimensionFilms ViewAskewProductions MiramaxUnitedStatesofAmerica,jay and silent bob strike back,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.7jLZBSPKGFfmEU5je_Wm0QAAAA%26pid%3D15.1&f=1
1450,LeeleeSobieski DianeLane StellanSkarsgård BruceDernDrama Thrillercalifornia brothersisterrelationship lossofparents suspense psychologicalthriller orphan caraccidentOriginalFilmUnitedStatesofAmerica,the glass house,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.3yzezb0S5AQcGE8BF1EeIgHaKs%26pid%3D15.1&f=1
1451,JoshBrolin GeorgeClooney AldenEhrenreich RalphFiennesComedy Drama Mysteryjournalist cat ransom kidnapping ancientrome movieinmovie hollywood perioddramaUniversalPictures MikeZossProductions WorkingTitleFilmsUnitedStatesofAmerica,"hail, caesar!",proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.ukY2mC7UiZmG4tXtIJJFRAHaLu%26pid%3D15.1&f=1
1452,RachaelLeighCook RosarioDawson TaraReid GabrielMannComedy Musicmanager pop secret smalltown garage musician music friendship industry fame conspiracy subliminal  rockband culture womandirector messages fortune recorddeal popular pawnsUniversalPictures MarcPlattProductions Metro-Goldwyn-Mayer(MGM) RiverdaleProductionsCanada UnitedStatesofAmerica,josie and the pussycats,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.A4MhKs2UEoMll2I64k9gqgHaFj%26pid%3D15.1&f=1
1453,JasonStatham JamesFranco IzabelaVidovic WinonaRyderAction Thrillerbasedonnovel drugdealer ex-cop ruralsetting undercovercop methamphetamine motorcyclegang drug revengemotive fatherdaughterrelationship lousianabayouMillenniumFilms OpenRoadFilmsUnitedStatesofAmerica,homefront,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.dWmvIq7KFvZW_U7nj0m6kAHaLH%26pid%3D15.1&f=1
1454,RichardE.Grant JonathanLipnicki JimCarter AliceKrigeFamily Horrorbasedonnovel vampire bite independentfilm fangvampNewLineCinemaGermany Netherlands UnitedStatesofAmerica,the little vampire,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.nv7km6b3NFQEVTphxmujggHaLH%26pid%3D15.1&f=1
1455,JasonSchwartzman DustinHoffman LilyTomlin JudeLawComedy Romancesex detective jealousy humor protest wife celebrity rivalry independentfilm religion universe anger nature husband existentialism enviroment issuesFoxSearchlightPictures ScottRudinProductions QwertyFilms N1EuropeanFilmProduktionsGmbH&Co.KG Kanzeon Huckabee'sGermany UnitedStatesofAmerica,i heart huckabees,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.QcSe6xvoI5_l53lE0oov8QHaLH%26pid%3D15.1&f=1
1456,RobertJohnBurke NancyAllen MarioMachado JodiLongAction Adventure Crime ScienceFiction Thrillercyborg dystopia police sequel cyberpunk policeman robocopOrionPicturesUnitedStatesofAmerica,robocop 3,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.BG7XiAB8TRjMTsR18AYGSgHaKj%26pid%3D15.1&f=1
1457,MichaelYork MichaelBiehn DianeVenora R.LeeErmeyAction ScienceFiction ThrillerdystopiaInfinityOmnimedia TBNFilmsUnitedStatesofAmerica,megiddo: the omega code 2,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.iXpThuYiA1Ym6y-5ps6eQQHaK_%26pid%3D15.1&f=1
1458,JulieAndrews RockHudson JeremyKemp LancePercivalDrama Comedy Thriller Music Romancespy uncleParamountPictures GeoffreyProductionsUnitedStatesofAmerica,darling lili,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.N6MNw3V3W2g-OyUfovWBrQAAAA%26pid%3D15.1&f=1
1459,BrendanFraser SarahJessicaParker AlfredMolina EricIdleComedy Family Romancebasedoncartoon mountieUniversalPictures JosephM.SingerEntertainment DavisEntertainmentUnitedStatesofAmerica,dudley do-right,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.vTn4uCrLosa-cdvJQrhJKgAAAA%26pid%3D15.1&f=1
1460,EdSkrein RayStevenson LoanChabanol GabriellaWrightThriller Action Crimetransporter sequel suspense car bankheist actionEuropaCorpBelgium China France,the transporter refueled,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.IL4UsIO04XSqUjtCBi31FwHaKj%26pid%3D15.1&f=1
1461,JohnnyDepp SamanthaMorton JohnMalkovich RosamundPikeDrama Romancelondonengland sex dyinganddeath poet theatremilieu monolog monkey alcoholicFirstChoiceFilms IsleofManFilmUnitedKingdom,the libertine,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.YgpvnOJuAlNXI0PIwY54HAHaLH%26pid%3D15.1&f=1
1462,CaricevanHouten SebastianKoch ThomHoffman HalinaReijnDrama Thriller Warinlovewithenemy netherlands worldwarii prosecutionCoBoFund StudioBabelsberg MotelFilms MotionInvestmentGroup EgoliTossellFilmAG Filmförderungsanstalt(FFA) NederlandsFondsvoordeFilm MedienboardBerlin-Brandenburg uFilm LeTaxShelterduGouvernementFédéraldeBelgique FuWorks HectorBV MediaProgrammeoftheEuropeanCommunity EuroimagesFundoftheCouncilofEurope VIP4Medienfonds ContentFilmInternational ClockworkPicturesNetherlands Germany UnitedKingdom,zwartboek,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.AljkkRNnmOkYWcdu0mxI2gHaEK%26pid%3D15.1&f=1
1463,DianeKruger NatalieDessay BennoFürmann GuillaumeCanetRomance Drama History War Musicholiday worldwari hostility singer singing christmasSenatorFilmProduktion MediaProPictures TF1FilmsProduction Nord-OuestProductions TheBureau ArtémisProductions LesProductionsdelaGuévilleBelgium France Germany Japan Norway Romania UnitedKingdom UnitedStatesofAmerica,joyeux noël,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.locAHRDT5VERbHNp67DCggHaOG%26pid%3D15.1&f=1
1464,KristenBell DaxShepard TomArnold KristinChenowethAction Comedy Romancewitnessprotection getawaydriver duringcreditsstingerPrimatePictures KimandJimProductions PanayFilms ExclusiveMediaGroupUnitedStatesofAmerica,hit & run,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.iEbwwxShpGDVDSpRqDbXxAHaP1%26pid%3D15.1&f=1
1465,DianeKeaton QueenLatifah KatieHolmes TedDansonAction Comedy Crimegang hoodlum womandirectorMillenniumFilms vertureFilmsUnitedStatesofAmerica,mad money,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.tadu4aI3miwMoCtv9VQLRAHaOG%26pid%3D15.1&f=1
1466,NicoleKidman ColinFirth MarkStrong Anne-MarieDuffMystery Thrilleramnesia therapist aggression hospital flashbackStudioCanal ScottFreeProductions MillenniumFilms FilmiVäst FilmgateFilms ClariusEntertainmentFrance Sweden UnitedKingdom,before i go to sleep,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.716GA9wkNVFFPBk6odX9jAHaK-%26pid%3D15.1&f=1
1467,RoyScheider BrunoCremer FranciscoRabal AmidouAction Thriller Adventuredynamite carjourney nicaragua criminal bandit explosives latinamerica ropebridge transport nitroglycerin oilcompany existentialism dangerousmissionParamountPictures UniversalPictures FilmPropertiesInternationalN.V.UnitedStatesofAmerica,sorcerer,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.XH7sKs1qcISpJLgYhnTEQQHaLP%26pid%3D15.1&f=1
1468,FrancesConroy RobertDeNiro EdwardNorton MillaJovovichDramaprison fire manipulation seduction vegetarian playground deception arson parole arsonist convict housefireStoneProductions MimranSchurPicturesUnitedStatesofAmerica,stone,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.FVKDz_SikTVOizMfPIEchAHaK_%26pid%3D15.1&f=1
1469,RomainDuris FabriceLuchini EdouardBaer LudivineSagnierRomance Drama ComedyplaywrightnanFrance,molière,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.BYDLjIdrmWiioHTMQtQTpgHaLH%26pid%3D15.1&f=1
1470,ChristianBale ZoeSaldana WoodyHarrelson SamShepardThriller Drama Crimeprison brotherbrotherrelationship drugdealer brother revenge druguse caraccident justice family bareknucklefighting rustbelt neo-noir manslaughter socialdecay ptsdAppianWay ScottFreeProductions RelativityMedia EnergyEntertainment RedGranitePicturesUnitedStatesofAmerica,out of the furnace,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.860vPnGKzKybNOcqfUhOPAHaKd%26pid%3D15.1&f=1
1471,GeorgeClooney TomWilkinson TildaSwinton SydneyPollackDrama Mystery Crimekilling restaurant chambersofabarrister scandal pretendedsuicide lawsuit carbomb businessethics crookedlawyerCastleRockEntertainment MirageEnterprises SectionEightProductionsUnitedStatesofAmerica,michael clayton,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.zpa8wOoczszLBCfh07tQeQHaLH%26pid%3D15.1&f=1
1472,JackLemmon JamesGarner DanAykroyd JohnHeardComedy Dramawhitehouse usapresident nationalsecurityagency(nsa) danger sable writWarnerBros. StorylineEntertainment PetersEntertainmentUnitedStatesofAmerica,my fellow americans,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.0F7U9deF2LyHHv_DzWFhaQAAAA%26pid%3D15.1&f=1
1473,JeffBridges TimRobbins JoanCusack HopeDavisDrama Thriller Mysterybomb terrorist fbi professor paranoia college wife politics army murder suspense neighbor agent blueprint classified neo-noirLakeshoreEntertainment ScreenGems ArlingtonRoadProductionsCorporation Gorai/SamuelsonProductions SamuelsonProductionsUnitedStatesofAmerica,arlington road,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.Jzfb0NiTHzZl3YoOzIepcQHaLD%26pid%3D15.1&f=1
1474,JuanJoséCampanella DiegoRamos PabloRago AxelKuschevatzkyAnimation Adventure Romancesoccer100Bares MinisteriodeCultura InstitutodeCréditoOficial(ICO) TelevisiónFederal(Telefe) 369Productions CatmanduBrandedEntertainment JEMPSA Plural-Jempsa PranaAnimationStudiosArgentina Spain,metegol,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.UHk0U_8JLCaUFOc1NlOC1wHaEF%26pid%3D15.1&f=1
1475,EllenPage WoodyAllen JesseEisenberg PenélopeCruzRomance Comedyrome expatriate episodicGravierProductions MedusaFilm Mediapro PerdidoProductionsItaly Spain UnitedStatesofAmerica,to rome with love,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.gwxkyOgAIcfCZJ_Vs5rrEAHaKb%26pid%3D15.1&f=1
1476,ClintEastwood FreddieJones DavidHuffman WarrenClarkeScienceFiction Action Adventure Thrillerflying pilot kampfjet falseidentity assault suspenseMalpasoProductionsUnitedStatesofAmerica,firefox,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.Zvady3ZNZXI66yz4VFsYsgHaKj%26pid%3D15.1&f=1
1477,TreyParker MattStone MaryKayBergman IsaacHayesAnimation Comedy Musicgay mountrushmorenationalmemorial swearword mephisto hell worldsupremacy elementaryschool saddamhussein bloodsplatter atheist sequel surrealism friendswhohateeachother satan basedontvseries cartoonsex childswearing visionsofhell u.s.canadawar shottodeath adultanimation southparkcoloradoParamountPictures ScottRudinProductions ComedyCentral WarnerBros. ComedyCentralFilms ComedyPartnersUnitedStatesofAmerica,"south park: bigger, longer & uncut",proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.LmJTFH__zRoR3yvZME6l6wAAAA%26pid%3D15.1&f=1
1478,MatthewMacfadyen KeeleyHawes AndyNyman EwenBremnerComedy Dramabrotherbrotherrelationship farewell fathersonrelationship agedifference parentskidsrelationship secret sadness coffin funeral gathering surprise lsd studies hallucinogen drugtrip arrogance femalecorpseSidneyKimmelEntertainment ParabolicPictures StableWayEntertainment TargetMediaEntertainment VIP2Medienfonds VIP1MedienfondsUnitedKingdom,death at a funeral,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.ryYVewMQT9Wk_lwydc0g9wHaOG%26pid%3D15.1&f=1
1479,PaigeTurco StuartWilson SabShimono VivianWuAction Adventure Comedy Family Fantasy ScienceFictionjapan timetravel ninjaNewLineCinema GoldenHarvestPictures ClearwaterHoldingsLimitedHongKong UnitedStatesofAmerica,teenage mutant ninja turtles iii,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.go7B53nj8wbvpTxd-qondgAAAA%26pid%3D15.1&f=1
1480,KeanuReeves DianeLane MichaelB.Jordan D.B.SweeneyComedy RomancegayParamountPictures GHSProductionsKG MunichFilmPartners&Company(MFP)GHSProductions Nides/McCormickProductionsGermany UnitedStatesofAmerica,hardball,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.g-twr1iwTvb8bmZt-Y-SdgAAAA%26pid%3D15.1&f=1
1481,BradleyCooper JenniferLawrence RobertDeNiro JackiWeaverDrama Comedy Romancedancing philadelphia running basedonnovel depression letter friendship neighbor mentalillness ex-wife institutionalization bipolar philadelphiaeaglesTheWeinsteinCompanyUnitedStatesofAmerica,silver linings playbook,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.6k4C0XuEwp5JqiZnXuNMPwHaK5%26pid%3D15.1&f=1
1482,HilarySwank ScottGlenn ImeldaStaunton PatrickDempseyCrime Dramablackpeople basedonnovel holocaust ghetto diary principalwitness biography daughter highschool racialsegregation annefrank schoolexcursion idealism violenceinschools racialtension gangviolence basedontrueeventsDoubleFeatureFilms JerseyFilms KernosFilmproduktionsgesellschaft&CompanyGermany UnitedStatesofAmerica,freedom writers,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.rLWGHv9JXYHkHd1PUooOtwHaFz%26pid%3D15.1&f=1
1483,KimberlyElise JanetJackson LorettaDevine ThandieNewtonDramafemalenudity poem rape love domesticviolence womanhoodLionsGateFilmsUnitedStatesofAmerica,for colored girls,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.PvsKvx0zuYcfAKBb5BhRtgHaE8%26pid%3D15.1&f=1
1484,JasonStatham ShuQi FrançoisBerléand MattSchulzeAction Crime Thrillercarjourney transportation auto humantraffickingTF1FilmsProductions CurrentEntertainment Canal+ EuropaCorpUnitedStatesofAmerica France,the transporter,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.std3wM7993XooVgsQ-mHWwHaKq%26pid%3D15.1&f=1
1485,SeanFaris AmberHeard CamGigandet DjimonHounsouDrama Actionrebel martialarts underground fight training champion sport highschool party revenge blood nemesis violence club brawlSummitEntertainment MandalayPictures BaumgartenManagementandProductions(BMP)UnitedStatesofAmerica,never back down,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.KwwUU6TOYye0zWGsKzBMlgHaOG%26pid%3D15.1&f=1
1486,EmilyBergl JasonLondon AmyIrving J.Smith-CameronHorror Thriller ScienceFictionsuicide malenudity femalenudity fire nudity asylum telekinesis highschool swimmingpool party sequel murder prom teacher decapitation blood splatter weightlifting teensuicide womandirectorUnitedArtists RedBankFilmsUnitedStatesofAmerica,the rage: carrie 2,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.tMNu5HTCqTDoZjSYzZziMQAAAA%26pid%3D15.1&f=1
1487,JohnKrasinski MayaRudolph CarmenEjogo CatherineO'HaraDrama Comedy Romanceinterracialrelationship deadfather referencetobobdylan biracial bedtimestory unmarriedcouple medicalillustrator disguisedvoice referencetohuckleberryfinn studentprotest sonogram expectantgrandmother deadparents testiclesNealStreetProductions FocusFeatures BigBeachFilmsUnitedStatesofAmerica,away we go,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.tteHdbfKSf6Egvl8jIdS_gHaLH%26pid%3D15.1&f=1
1488,KevinCostner MadelineCarroll PaulaPatton KelseyGrammerDrama Comedyusapresident presidentialelection foxnewsTouchstonePicturesUnitedStatesofAmerica,swing vote,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.rnZHvKNV8V_zzLgytYK-sgHaLH%26pid%3D15.1&f=1
1489,JakeGyllenhaal DustinHoffman SusanSarandon AleksiaLandeauRomance DramananPunchProductions TouchstonePictures HydeParkEntertainment RevealEntertainment GranViaUnitedStatesofAmerica,moonlight mile,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.kG5uaTeIrXbiUQ6UpD0-xwAAAA%26pid%3D15.1&f=1
1490,JohnHurt GaryOldman KathyBurke BenedictCumberbatchDrama Thriller Mysteryspy coldwar spying espionage mole britishspyStudioCanal KinoweltFilmproduktion Canal+ CinéCinéma WorkingTitleFilms KarlaFilmsFrance Germany UnitedKingdom,tinker tailor soldier spy,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.8QYSU5JlFOiV9mqERH0E1gHaK-%26pid%3D15.1&f=1
1491,ElisabethShue AaronEckhart JillHennessy ThomasJaneDrama Comedy RomancenanMetro-Goldwyn-Mayer(MGM) AbsoluteEntertainment(II) Cockamamie Heckerling-CaplanUnitedStatesofAmerica,molly,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.RyhP2YEdi75_fLZt4b8KYAHaLM%26pid%3D15.1&f=1
1492,JodieFoster MelGibson JenniferLawrence AntonYelchinDramapuppet womandirectorSummitEntertainment ParticipantMedia ImagenationAbuDhabiFZ AnonymousContentUnitedArabEmirates UnitedStatesofAmerica,the beaver,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.3t5NmKkgnoqIftcpOG7cfgHaEP%26pid%3D15.1&f=1
1493,BurtReynolds DollyParton DomDeLuise CharlesDurningComedybrothel corset crusader musical governor tvreporter madame busty cathouse basedonstagemusical basedonadaptation basedonarticle swearingUniversalPictures RKOUnitedStatesofAmerica,the best little whorehouse in texas,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.HcYZxxR4uTC3HsstHyyJvQAAAA%26pid%3D15.1&f=1
1494,JenniferJasonLeigh JudeLaw IanHolm WillemDafoeAction Thriller ScienceFiction Horrorvideogame hacker bodyguard popstar virtualreality dystopia virtualfightAllianceAtlantisCommunications NaturalNylonEntertainment SerendipityPointFilms TéléfilmCanada TheHaroldGreenbergFund TheMovieNetwork UnionGénéraleCinématographique CanadianTelevisionFundCanada France UnitedKingdom,existenz,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.yKaiAWd7MLLwoCrVNjlsDAAAAA%26pid%3D15.1&f=1
1495,HarrisonFord KarenAllen PaulFreeman RonaldLaceyAdventure Actionsavingtheworld riddle nepal himalaya cairo moses egypt whip treasure medallion leatherjacket nazis hat mediterranean arkofthecovenant tencommandments treasurehunt excavation swastika archaeologist indianajones archeology Lucasfilm ParamountPicturesUnitedStatesofAmerica,raiders of the lost ark,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.DteLwWOItsUMaAF47WNhSAHaLH%26pid%3D15.1&f=1
1496,MacaulayCulkin JoePesci CatherineO'Hara DanielSternComedy Family Adventure Crimeholiday newyork newyorkcity christmasTwentiethCenturyFoxFilmCorporation HughesEntertainmentUnitedStatesofAmerica,home alone 2: lost in new york,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.zPjgfCeDrM54Q86yMNAS6AHaLH%26pid%3D15.1&f=1
1497,RichardDreyfuss FrançoisTruffaut TeriGarr MelindaDillonScienceFiction Dramaindiana obsession extraterrestrialtechnology evacuation blackout flyingsaucer secretbase light contact beguilement exchange ufo alien vision missingperson mothership escapade obsessivequest lifeturnedupsidedownColumbiaPicturesCorporation EMIFilms JuliaPhillipsandMichaelPhillipsProductionsUnitedStatesofAmerica,close encounters of the third kind,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.QBzi-RcsIJCYOyEZmNBdHwHaLH%26pid%3D15.1&f=1
1498,KristenBell IanSomerhalder ChristinaMilian RickGonzalezHorror Thrillersuicide hacker deathofafriend website remakeDimensionFilmsUnitedStatesofAmerica,pulse,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.Fumc49lXwmRGMyvktceV3QAAAA%26pid%3D15.1&f=1
1499,EddieMurphy JudgeReinhold JohnAshton RonnyCoxAction Comedy Crimesmugglingofarms detective intensivecare undercover stripclub armoredcar investigation police swimmingpool sequel shootout gunfight losangeles explosion violence carchase detroit horsetrack beverlyhills buddycop oilfield cementtruck playboymansion shootingrangeParamountPictures EddieMurphyProductions DonSimpson/JerryBruckheimerFilmsUnitedStatesofAmerica,beverly hills cop ii,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.EfNPAtc0PwgulFD7CkH-DwAAAA%26pid%3D15.1&f=1
1500,SteveMartin QueenLatifah EugeneLevy JoanPlowrightComedyprison ex-boyfriend support escape lawyerHydeParkFilms TouchstonePicturesUnitedStatesofAmerica,bringing down the house,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.XZ3F1h8ju6BxICdv11m_gQAAAA%26pid%3D15.1&f=1
1501,JodieFoster AnthonyHopkins ScottGlenn TedLevineCrime Drama Thrillerbasedonnovel psychopath horror suspense serialkiller psychologicalthriller cannibal fbiagent animalincastcredits cannibalismOrionPictures StrongHeart/DemmeProductionUnitedStatesofAmerica,the silence of the lambs,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.qt3jDFKZQ9QsCkFdeUrZFQHaLH%26pid%3D15.1&f=1
1502,MelissaMcCarthy SusanSarandon KathyBates AllisonJanneyComedynanNewLineCinema GarySanchezProductionsUnitedStatesofAmerica,tammy,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.XrNdCa4i9Gw3ht41L6GjZwHaK-%26pid%3D15.1&f=1
1503,JackBlack JoanCusack MikeWhite SarahSilvermanComedy Musicrockandroll rock highschool musicbandParamountPictures ScottRudinProductions NickelodeonMovies NEWCentury MFPMunichFilmPartnersGmbH&CompanyI.ProduktionsKG SorProductionsGermany UnitedStatesofAmerica,school of rock,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.uYvo5KkBISYsWET57mQ1eAHaLH%26pid%3D15.1&f=1
1504,ChristopherLambert RobinShou LindenAshby Cary-HiroyukiTagawaAction Fantasymartialarts monster island gore sorcerer tournament violence basedonvideogame handtohandcombatNewLineCinema ThresholdEntertainmentUnitedStatesofAmerica,mortal kombat,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.caOxZq6wG3EqjZPcNJxD5wHaLN%26pid%3D15.1&f=1
